#zed	pfpf	cv	cspd2	ar2	sweep2	dprop2	wingld2	af2	seatw2	elodt2	taper2	cspd4	ar4	sweep4	dprop4	wingld4	af4	seatw4	elodt4	taper4	cspd6	ar6	sweep6	dprop6	wingld6	af6	seatw6	elodt6	taper6	box_zed	box_pfpf
0.595989558085151	0.0586535300214993	0.0	0.24000002313698082	7.001710385656778	5.999115900890383	5.574550919167012	20.8519509346556	85.01224420105412	18.65230185994262	3.7499855326541405	0.4602887735960908	0.2400887591467935	7.057453285487046	5.993847556093176	5.575288671041455	20.69537911061588	85.0139286650391	18.59343906323794	3.749995237002337	0.4602087574605215	0.24000311040903013	7.082009805863427	5.99708621235099	5.576125247326503	20.658210314211402	85.01729027324923	18.62442164095941	3.747627320581122	0.46000637304616004	595	58
0.581812917824515	0.091740102709028	0.0	0.24000002663410147	7.002484420310717	5.999271656777798	5.574289686459434	20.860272189583316	85.01552204637186	18.632189530944284	3.7499725724635358	0.46028343507207	0.2400859512029683	7.061272187338947	5.996569196089967	5.575223923455859	20.697297051801804	85.01450742868542	18.600780894469867	3.749992388008559	0.46020397025901716	0.24000349661887316	7.126614055510991	5.998008304747255	5.5760768473714215	20.520997763304745	85.01169966808763	18.62184974146525	3.749207174936907	0.46000869423744056	581	91
0.59697125030791	0.0567061603431056	0.0	0.24000002418833072	7.001657224120065	5.999266986669407	5.5746152938365645	20.850075988462766	85.01069893510393	18.656505415280126	3.7499843795755563	0.4602893059686109	0.24009008722007222	7.057001256772594	5.994281008941476	5.575602802342061	20.6938999753973	85.01343777412517	18.591357747047052	3.749988480904845	0.4602075363274046	0.24000287197270997	7.0810559908898725	5.997130773713207	5.576379537433024	20.67191275399981	85.01619211385206	18.620721249860573	3.747816303723156	0.46000691400348054	596	56
0.594943369664076	0.0608294418726385	0.0	0.24000002251075447	7.001916758359383	5.9991171771001115	5.5744727645607	20.8537805792721	85.01202118802664	18.647901412894946	3.749985186106514	0.46028760394339613	0.24008796244806999	7.0580626865180704	5.9935892152935555	5.575433290904606	20.696343318742816	85.0142173688759	18.595133972682774	3.7499957100390895	0.4602068268932562	0.24000327210426248	7.084193629516862	5.99717246155835	5.576224002961002	20.646349587900836	85.01647833454957	18.6253379590782	3.747662083488058	0.46000639535406573	594	60
0.618988743885869	0.0229587796556327	0.0	0.24000001292261627	7.001806883174332	5.9997279748154835	5.574266794883292	20.83857256974709	85.05055108402313	18.682094498606332	3.7499920041008004	0.4602805267206397	0.24005080044324015	7.032108064193358	5.997192943343621	5.574661272893891	20.77715866453511	85.04612524265225	18.65270286915439	3.7499977369307373	0.4602005429595673	0.2400075384156386	7.02944080098811	5.999003619712221	5.576055624112731	20.77621838373027	85.0433806767299	18.651004635089123	3.749478534403741	0.4600032819901512	618	22
0.586990390718526	0.0779373589680935	0.0	0.24000002597060524	7.002443183996134	5.999267565346031	5.574228681622005	20.860388483310846	85.01959329988163	18.6319383951631	3.7499716999908377	0.4602833614137907	0.24008494026245528	7.060924298848143	5.996693871546322	5.575222517651411	20.69717738567906	85.01825238182177	18.601772047558722	3.7499918580931246	0.4602043262292632	0.2400035104180089	7.130966496238723	5.998023402809658	5.5760713142256275	20.597509442016744	85.01553908885313	18.6239365293628	3.7491488656241785	0.4600085054239205	586	77
0.634294256755379	0.00372603564762588	0.0	0.24000000044644304	7.001218213338735	5.9999668596409705	5.574727499193969	20.815188504672314	85.27786835013688	18.73867758667246	3.749928494880495	0.46029259288371815	0.24001369601583128	7.009848004784405	5.999702165844085	5.575119057394633	20.814180576396037	85.28595721729765	18.734557073610684	3.749986681127932	0.46021024180549686	0.2400098757130589	7.00786583181126	5.999973694554399	5.57494031520649	20.812589764016238	85.27927666307241	18.73759635511116	3.7499971625768236	0.460006022162184	634	3
0.585672266618101	0.0818393422822183	0.0	0.24000002481530627	7.0022923916543816	5.999187793426407	5.574301506599213	20.859960927058367	85.01389752741972	18.633227070974073	3.7499774895787086	0.4602841908201265	0.2400861702917357	7.060850739112583	5.995383186931463	5.574833907055164	20.698172797679256	85.01393445379689	18.59869464779879	3.749993365536668	0.46020633827026264	0.2400035834202523	7.114753181099816	5.997776061445431	5.57572790610186	20.55977530745914	85.01303591763273	18.62258966153323	3.7485825654567027	0.46000768408716414	585	81
0.60386105202619	0.0457031333313674	0.0	0.24000001929924886	7.0017901998807694	5.999465485857288	5.574444743905482	20.847910054363354	85.02787727898132	18.66115344700265	3.7499951569857273	0.4602883923166538	0.2400765607400854	7.049429727843845	5.995168103345746	5.575410113958959	20.722572378379756	85.05669145191492	18.606537213446032	3.749576082725016	0.4602185213088458	0.24000456777743517	7.063438381122308	5.997851683790045	5.575117393821228	20.70257699506917	85.05442262779333	18.63255141484849	3.7485656627043866	0.4600046909915605	603	45
0.597766438445467	0.0553405006020172	0.0	0.24000002401323026	7.001633673089065	5.999271129914317	5.57461803049185	20.84967479677934	85.01113962084762	18.657425007722402	3.749984781632002	0.4602894383579668	0.24008981235655338	7.056628651540684	5.994256820933377	5.575611049168891	20.694628071253913	85.0146321729264	18.591355086401684	3.7499768432463285	0.4602077560848279	0.24000289616969978	7.079487937381726	5.997123210816411	5.576354296969788	20.679868111870455	85.01731143850817	18.6210788834227	3.747826138149974	0.46000685768806476	597	55
