#noise	wemp	doc	rough	wfuel	purch	range	ldmax	vcmax	pfpf	cv	cspd2	ar2	sweep2	dprop2	wingld2	af2	seatw2	elodt2	taper2	cspd4	ar4	sweep4	dprop4	wingld4	af4	seatw4	elodt4	taper4	cspd6	ar6	sweep6	dprop6	wingld6	af6	seatw6	elodt6	taper6	box_noise	box_wemp	box_doc	box_rough	box_wfuel	box_purch	box_range	box_ldmax	box_vcmax	box_pfpf
73.3959768047076	1919.78879256713	62.8976948291467	1.87055565055876	418.665183893813	42920.0772255046	-2002.52563402999	-14.6813688831856	-196.171471306259	1.04446259521735	0.0	0.2418849582753824	7.278960519944047	5.716925729214172	5.522800490948611	23.64827758120475	94.52522983292234	19.918479852974063	3.6245197239400535	0.6377996991285947	0.24072884990851914	7.384871082226487	4.25040314707343	5.503087918185588	24.1802115176165	92.27699732329185	18.792804884320514	3.652837954508114	0.5423876329405773	0.2406381840107176	7.047869113276542	4.39333957201045	5.535382205196631	23.958590744090667	97.90265513556432	17.775553661420016	3.3329140091667218	0.5250705733901349	419	54	17	42	15	24	5	-22	-83	-56
73.3115835899564	1985.33459586771	73.706185481834	1.97572110886661	392.787337391164	44177.7472778709	-2043.96826008383	-15.6035035860674	-193.623818302878	0.523860509358478	0.0	0.26951671704499897	7.6171955024594	0.16229258285697543	5.513424086358354	22.32779152840295	108.6380478726465	19.897101857900758	3.6933353777059965	0.7291451171177269	0.28379503869563083	7.780822171061566	0.8318423890351921	5.504978813783193	22.799337213775786	107.61140863192745	18.84335497360171	3.7164383290541556	0.6130417333240415	0.2589265260123676	7.955179570672142	0.3193909862570657	5.5202410216337405	22.54903184176286	108.52306919088541	18.957853241948236	3.673719140143116	0.6249466112443518	418	56	21	45	14	25	2	-23	-89	-55
73.3165721510562	1970.94712705964	65.4579452749925	1.97664636562781	393.721109682151	43865.156241929	-2074.32320588204	-15.3567466734608	-193.507578528242	0.65228388383125	0.0	0.24616520021181937	7.466962709580541	0.9187437991513561	5.516830232492305	22.07014027172794	104.45498356559494	20.0	3.5956049046268816	0.7582145820609147	0.24466694699114902	7.608976500292677	0.38892948169670793	5.5144362446471735	22.55086734302689	103.24187101036902	19.07036927114053	3.625862942139668	0.660692202223397	0.24582093064493568	7.482277248682032	1.4521985392469454	5.52228688918261	21.973204700140556	107.97479536275866	18.34214746119966	3.6989193403405247	0.6965169625136417	418	56	18	45	14	25	3	-23	-87	-55
73.3039598751255	1995.20278927537	68.1537386692112	1.9721590081056	389.734827799823	44352.7648551615	-2001.76928921745	-15.3258936442708	-193.061419163749	0.474877830641687	0.0	0.24116094952557304	7.607460542811045	0.019431149024769077	5.51329615000435	22.352986395452337	109.59029823785666	19.992581353617698	3.7141737602695226	0.7496205101794505	0.2513004606170283	7.747136057631918	0.7350321370490349	5.504598639814276	22.735448693113792	108.77119054619627	19.90005960662256	3.734906103609377	0.651380966106768	0.25631553720792855	7.994773271431122	0.1011668322088179	5.518544353937465	22.49662699266445	109.64785306333648	19.294893067384304	3.6713780311670434	0.6363065684987362	418	57	19	45	14	25	2	-22	-87	-55
73.3058741184974	1991.28020052319	67.1741995588306	1.9944900800378	403.536029170847	44062.9002474451	-2161.05473051839	-15.2985915105133	-190.61927931366	0.169363054887091	0.0	0.24822695062706376	7.666618797112505	0.0	5.515709325449651	22.061668427983943	99.86894152597588	19.82135794633791	3.4943169061035593	0.6330167639191583	0.24799834322308498	7.496993168538649	0.18047748924111276	5.517367645041541	21.672259008636733	99.6716671851014	19.475474968788145	3.490503449045839	0.638519838931688	0.24810034644054801	7.640230109691475	0.22384423964636468	5.5104323717372585	21.758415181205223	100.17696198335337	19.54568281779896	3.4990376567872365	0.6180144725223041	418	56	19	45	15	25	0	-24	-87	-54
73.2688936859566	1957.71965430683	75.5770567378888	1.99914564558089	389.469003059032	43677.9146501765	-2065.73817092498	-15.6307240758853	-194.718982918438	0.692107035961613	0.0	0.2896454774122967	7.804135448783944	2.489430079728671	5.504286189673765	22.290404087790154	105.26669193030557	19.894380259894625	3.709698747170559	0.7608531155684324	0.2825063578967073	7.78064346546056	1.8612361105880104	5.505308311253941	22.301896354463544	108.24622012261153	18.81065924072888	3.7226019004545194	0.602587030994753	0.2916981715861502	7.649925305110711	1.7733636229151895	5.5041664399540835	22.873855844430462	104.49960660685596	18.084225106982718	3.703096021849977	0.6562068111609854	418	55	21	45	14	24	3	-23	-89	-55
73.6004964188383	1919.02296328859	61.6885913049087	1.90284152840486	417.2721880677	42964.5340635408	-2012.23331542214	-14.7747011382459	-195.924256901101	0.880022276027539	0.0	0.2403600453039201	7.461600675471862	3.459409640328071	5.572074045783439	23.520865598747935	99.72624903376783	19.92364971802945	3.5569606409918406	0.5773309815705036	0.24045404034802156	7.10184116995394	3.5775683121397805	5.595481799162028	23.481908253975803	94.1952413940492	18.78355172970475	3.4422417430519463	0.520888570923654	0.24055524125087815	7.027517543079765	2.9614785511758877	5.560079580710699	23.230464523638645	96.70577757452668	17.1023164098898	3.58252989401008	0.6296435100209641	420	54	17	43	15	24	5	-22	-84	-55
73.6253360499661	1935.57018480038	61.82036958894	1.9721624590709	403.344446620122	43407.682013564	-2004.61821563132	-14.9053105567104	-191.632174996855	1.74235843757675	0.0	0.24	8.06914470627956	3.244653396078286	5.583850607596409	23.159763851426057	107.56189297967767	20.0	3.662090725337554	0.5648718425956453	0.24	7.014749025819215	3.255426072961086	5.607206438453089	21.49006688911944	87.48979555318266	19.169570459781966	3.256206436798442	0.4829053038376959	0.2403950840844196	7.380277921794061	2.6341706097629594	5.590884671139466	22.960047756938273	95.98476432308887	17.20720154979218	3.387449421797638	0.6930689021256444	420	55	17	45	15	24	9	-22	-85	-54
73.7234731008163	1889.63446302204	59.295715922137	1.9363987917467	458.153911050215	42551.5044465246	-2019.0570662735	-15.0497712096732	-200.243851238206	1.27860752442945	0.0	0.24085962457009186	7.7474228187880545	2.0358440060772387	5.5936111637034	24.426698847797912	90.93618556624264	19.029433155772118	3.536918960782559	0.47066995896391917	0.24139265655825576	7.561902811597229	3.5796380594884973	5.62702478498637	24.31653918927613	89.3891493124362	16.718039674386592	3.2791827986449604	0.4848550060022257	0.2408422538287081	7.230672517594005	0.4914540937318707	5.580491969811562	24.66712594231507	93.48179679625513	16.220218704582997	3.6380936663068537	0.4741405341858608	421	53	16	44	17	24	7	-23	-85	-57
73.2900525033596	1927.12145206727	66.0342566973475	1.87012353946949	419.777238215097	42907.6911473147	-2015.6824382562	-14.3483654031651	-193.58876060443	1.35847132146294	0.0	0.24844611355088908	7.0	1.690498611808237	5.5	23.021065021277312	95.37587197774991	20.0	3.7095691104784425	0.5556498878110075	0.2484118788744391	7.0	4.210744151937742	5.5	24.116629425646845	88.61284658622343	19.975312190802033	3.2558594480163143	0.46	0.24093603050255738	7.0	4.321350359081454	5.500218283468572	23.942079431809006	93.573899596476	18.382548308185854	3.330161902925619	0.46	418	55	18	42	15	24	7	-23	-81	-55
73.2980462640864	1985.02475641979	67.0274448104664	1.96777843960167	414.257260212099	43784.5060287717	-2227.53735655092	-14.8131674733484	-188.635072117097	0.485741845950816	0.0	0.24943760760833814	7.028998658645234	1.7436643063530104	5.50114887878333	21.334071276868436	94.09497560213767	19.99174505918796	3.236283790458051	0.5550246639853799	0.24772997214642523	7.014489812138133	2.5928489904608174	5.506104914787082	21.581339411906136	96.53723451817308	18.96038250254093	3.158464085967595	0.590104682079727	0.2452824090153826	7.152482517794088	2.828591295131574	5.513842713503246	21.444027476727683	95.20855504459745	20.0	3.2716806358102324	0.5652908207482705	418	56	19	44	15	25	2	-25	-84	-53
73.3590820602191	1933.84952865794	66.2493838455524	1.86322669349833	418.387590718938	42907.0282744034	-2090.71618278822	-14.5049241513524	-191.985652094848	1.5181048164631	0.0	0.24957242028171933	7.0	1.7021655020033195	5.5	23.226684130458647	97.89340610192558	20.0	3.69383876848553	0.5999059619297408	0.2504087556486073	7.0	4.537378591762395	5.524988087648979	23.0685309522762	89.47931828258906	20.0	3.1783212583590177	0.4682574518624164	0.24	7.011505691479516	4.307214800117509	5.511227652816519	23.953702536839266	95.32345963634657	18.051858720532945	3.3230061413755707	0.46	419	55	18	42	15	24	8	-23	-82	-54
73.3970203778218	1888.50408010367	61.9248660898289	1.92331739782165	448.815383595043	42240.954816948	-2233.20595159374	-14.9651992271728	-195.998486987104	0.793193596599381	0.0	0.24	7.166683989246487	1.0892056641257368	5.5251434278996605	23.056778628088253	85.8967909449737	19.173608215433845	3.302810111851084	0.4624818701650636	0.24	7.0	1.9991231939394405	5.536941460928169	22.851575790214604	86.65194524684539	17.43208779883205	3.3573323919136313	0.4629399901899987	0.24	7.0	0.7923887850833208	5.5250950618925705	23.190553935900354	88.86798500727296	16.353188561738676	3.2414200559701736	0.46	419	53	17	43	17	24	4	-25	-85	-55
73.3972346864323	1888.40518703382	62.1577862894823	1.93066418584745	445.373278689298	42231.2564654457	-2259.09466378088	-14.9619898767642	-195.131805008691	0.819597770325648	0.0	0.24	7.115967742159678	0.9286037623330584	5.526100859261159	22.505614267593607	85.0	19.176985912780754	3.2855930191336724	0.46	0.24	7.0	1.8963455249187429	5.5370225054278475	22.798758097750085	85.72875997208676	17.43231815356316	3.3407140662726986	0.46	0.24	7.0	0.5998069817033755	5.524941790415273	23.177336575500664	88.30908792607597	16.34651099005508	3.2223403897145397	0.46	419	53	17	44	16	24	4	-25	-85	-55
73.2657911022183	1958.65252180025	65.3331389586721	1.97161411592659	419.855237269041	43217.8983579742	-2277.79996553841	-14.6307015482419	-188.846875308247	0.322351168747387	0.0	0.24	7.0	2.310483247638277	5.501417238009263	21.200538433535495	89.93015643986544	20.0	3.0	0.494084117345125	0.24	7.0	1.3579306509788824	5.501690562636693	21.45872023149106	90.91602392921988	19.702094035197188	3.0	0.4915649170003569	0.24	7.0	1.3936620212162774	5.5	21.701183402526286	89.54724356069421	19.45607350202212	3.0	0.4771288623868299	418	55	18	45	15	24	1	-26	-83	-53
73.2796414096869	1889.96582880927	71.2491451772188	1.98972306613617	445.706874457044	42161.1114649787	-2439.38765690165	-15.2365975745777	-192.427748692438	0.861828610409514	0.0	0.2555043187307171	7.034117549666559	1.8150158077729805	5.5	21.417756138349848	91.73568711192152	18.600406057449348	3.03281735732521	0.46	0.2726151949802993	7.0	2.344121796171787	5.505725507820075	21.76178410978887	91.62699088547782	16.923500424373348	3.2970661018653113	0.4892443847558261	0.25386113909566776	7.0	1.52038673622121	5.5	21.918691825927695	92.42815129856379	15.891587483186331	3.1642417195315558	0.46	418	53	20	45	16	24	4	-27	-87	-54
